MDMAUD,AGE,SESNEI,UCITY,TIMEDIFF,NUMCHLD,INCOME,WEALTH1,HIT,RAMNTALL,LASTDATE,CONTROLN
XXXX,83.0,2,R,18,,,,0,210.5,9603,174514
XXXX,54.0,2,R,30,,5.0,,0,30.0,9506,72271
XXXX,53.0,1,T,30,1.0,3.0,9.0,1,54.0,9504,44181
XXXX,72.0,2,S,30,,4.0,8.0,16,159.01,9509,178757
XXXX,72.0,2,R,30,,2.0,,0,40.0,9512,128064
XXXX,66.0,2,T,30,,5.0,5.0,5,65.0,9511,69692
XXXX,49.0,2,C,30,,7.0,7.0,4,20.0,9511,109184
XXXX,66.0,2,S,30,1.0,3.0,,0,90.0,9512,154862
XXXX,,3,C,30,,3.0,,0,15.0,9507,177751
XXXX,49.0,1,S,30,,6.0,9.0,13,162.0,9512,66899
XXXX,,3,U,30,,,,0,30.0,9507,150340
XXXX,,3,U,18,,,,0,15.0,9601,94573
XXXX,37.0,3,C,30,,5.0,9.0,0,50.0,9512,15620
XXXX,82.0,3,C,18,,3.0,3.0,12,21.0,9603,137167
XXXX,56.0,1,S,30,,6.0,9.0,1,123.0,9512,89479
XXXX,36.0,2,R,30,,,,0,77.0,9509,133565
XXXX,,3,T,18,2.0,4.0,,0,272.0,9603,139915
XXXX,43.0,2,S,30,,4.0,5.0,0,51.0,9511,104688
XXXX,59.0,2,C,30,,5.0,,0,108.0,9511,161113
XXXX,,2,T,30,,,,0,39.86,9511,109227
XXXX,62.0,2,S,30,,4.0,7.0,4,82.0,9506,129406
XXXX,56.0,2,R,30,,1.0,5.0,0,70.0,9512,110899
XXXX,,2,R,18,,,,0,120.0,9601,176618
XXXX,84.0,1,U,30,,2.0,2.0,0,73.0,9512,117110
XXXX,74.0,2,R,18,,2.0,,0,242.0,9601,54872
XXXX,80.0,2,T,30,,5.0,7.0,8,169.0,9512,54806
XXXX,,3,S,18,,,,0,47.0,9601,187526
XXXX,67.0,2,T,30,,3.0,5.0,1,45.0,9512,128348
XXXX,62.0,3,C,30,,1.0,,0,23.0,9510,104686
XXXX,61.0,1,T,30,,7.0,8.0,2,127.0,9506,88517
XXXX,90.0,2,T,18,,4.0,4.0,20,219.0,9601,224
XXXX,76.0,1,C,18,,1.0,2.0,16,120.0,9601,522
XXXX,62.0,3,C,30,,2.0,,0,337.0,9511,113117
XXXX,,3,S,30,,,,0,36.0,9512,138021
XXXX,74.0,3,C,30,,1.0,0.0,7,15.0,9510,142343
XXXX,38.0,1,C,30,,2.0,9.0,0,36.0,9511,111702
XXXX,93.0,1,C,30,,7.0,9.0,7,52.5,9511,76413
XXXX,66.0,2,T,18,,1.0,,0,15.0,9602,25121
XXXX,55.0,2,S,18,,5.0,7.0,5,46.0,9601,41599
XXXX,90.0,2,R,30,,6.0,,0,44.0,9512,161282
XXXX,60.0,1,C,30,,5.0,8.0,1,20.0,9510,182919
XXXX,,2,S,18,,3.0,8.0,2,285.0,9601,10763
XXXX,70.0,1,R,30,,1.0,8.0,8,151.0,9510,20827
XXXX,65.0,3,C,30,,2.0,2.0,6,52.0,9512,72470
XXXX,53.0,1,S,18,,7.0,9.0,5,104.0,9601,100428
XXXX,60.0,3,C,18,,5.0,1.0,11,117.0,9601,150153
XXXX,42.0,2,S,18,,,,0,78.0,9602,84030
XXXX,46.0,2,S,18,,3.0,,0,190.0,9610,2923
XXXX,70.0,1,R,30,2.0,3.0,6.0,6,212.0,9511,106687
XXXX,,1,S,30,,,,0,106.18,9511,144419
XXXX,87.0,4,U,30,,1.0,1.0,3,153.0,9511,135041
XXXX,,1,C,18,,1.0,6.0,5,25.0,9602,152959
XXXX,,,,18,,,,0,189.0,9612,674
XXXX,74.0,1,S,30,,5.0,,0,85.0,9512,180962
XXXX,50.0,1,S,30,2.0,5.0,9.0,1,136.0,9504,39889
XXXX,,2,R,18,,6.0,,0,20.0,9603,89791
XXXX,85.0,2,T,18,,1.0,0.0,8,79.0,9601,2630
XXXX,,,,30,,,,0,85.0,9511,14853
XXXX,74.0,3,U,30,,2.0,3.0,56,249.0,9512,78387
XXXX,,3,R,18,,1.0,,0,135.0,9603,54158
XXXX,,2,T,18,,,,0,25.0,9603,187321
XXXX,,1,C,18,,4.0,8.0,2,50.0,9609,185939
XXXX,,3,R,30,,,,0,20.0,9509,58935
XXXX,82.0,2,R,30,,2.0,,0,45.0,9504,174973
XXXX,80.0,2,R,30,4.0,3.0,4.0,2,119.0,9510,86795
XXXX,65.0,1,C,18,,3.0,8.0,2,132.0,9603,84592
XXXX,,2,T,18,,2.0,2.0,1,119.0,9601,85453
XXXX,71.0,1,S,5,,4.0,9.0,6,92.0,9701,4183
XXXX,,2,S,30,,4.0,7.0,0,55.0,9507,141688
XXXX,72.0,1,C,30,,4.0,4.0,2,38.0,9512,160265
XXXX,,2,S,30,,,,0,40.0,9511,139601
XXXX,,2,R,30,,,,0,63.0,9505,107749
XXXX,84.0,2,S,30,,2.0,5.0,10,190.0,9509,100651
XXXX,,1,C,18,,,,0,20.0,9601,183901
XXXX,81.0,1,C,30,,5.0,7.0,3,217.0,9511,96771
XXXX,51.0,3,C,30,,5.0,2.0,2,134.0,9506,36790
XXXX,32.0,2,S,18,,5.0,,0,77.0,9601,99895
XXXX,61.0,2,T,30,,5.0,,0,310.05,9511,80371
XXXX,70.0,2,T,30,,3.0,6.0,0,238.0,9509,58114
XXXX,,,,30,,5.0,3.0,5,78.0,9512,54267
XXXX,74.0,2,T,18,,3.0,3.0,23,65.0,9601,154951
XXXX,68.0,3,C,30,,3.0,2.0,1,41.0,9510,135955
XXXX,38.0,1,U,30,,2.0,,0,38.0,9509,93045
XXXX,75.0,1,U,18,,3.0,6.0,19,25.0,9603,134485
XXXX,46.0,1,U,18,1.0,6.0,5.0,3,269.0,9601,88950
XXXX,42.0,1,R,30,2.0,4.0,,0,84.0,9512,137907
XXXX,43.0,2,C,18,,5.0,4.0,0,20.0,9602,160273
XXXX,70.0,1,C,18,,4.0,4.0,8,82.0,9610,3219
XXXX,34.0,1,C,30,2.0,7.0,9.0,0,145.0,9512,48139
XXXX,60.0,2,C,18,,5.0,5.0,0,64.0,9602,17330
XXXX,68.0,,,5,,,,0,80.0,9701,188705
XXXX,93.0,2,R,18,,3.0,,0,44.5,9602,103143
XXXX,,2,T,18,,1.0,5.0,2,25.0,9603,31993
XXXX,64.0,3,T,30,,5.0,,0,105.0,9511,172872
XXXX,88.0,2,S,30,,2.0,6.0,0,117.0,9511,69433
XXXX,69.0,3,S,18,,2.0,1.0,36,25.0,9601,152805
XXXX,76.0,3,C,18,,4.0,1.0,31,32.0,9601,70086
XXXX,48.0,2,R,30,,3.0,6.0,8,102.0,9507,176636
XXXX,,1,S,30,,,,0,120.0,9512,28509
XXXX,66.0,2,T,30,,4.0,,0,155.0,9512,140519
XXXX,,2,C,30,,1.0,4.0,0,138.0,9511,8040
XXXX,69.0,2,R,18,,1.0,4.0,9,30.0,9603,22801
XXXX,60.0,2,R,30,,1.0,,0,42.0,9504,107120
XXXX,56.0,1,C,30,,7.0,9.0,0,477.0,9505,159087
XXXX,40.0,2,R,18,,2.0,,0,45.0,9602,142016
XXXX,79.0,2,C,18,,2.0,5.0,3,121.0,9603,39908
XXXX,48.0,2,R,30,1.0,5.0,,0,76.0,9510,101169
XXXX,57.0,1,U,30,,4.0,8.0,3,33.0,9505,167405
XXXX,35.0,2,R,18,,5.0,2.0,24,197.0,9602,73114
XXXX,78.0,2,T,30,,1.0,,0,75.0,9506,62637
XXXX,,2,T,30,,2.0,4.0,1,125.0,9512,61966
XXXX,70.0,2,S,30,,4.0,,0,93.04,9510,129500
XXXX,50.0,2,R,30,,4.0,,0,190.0,9509,118070
XXXX,59.0,1,S,18,1.0,5.0,9.0,19,71.0,9603,164990
XXXX,,1,S,18,,,,0,140.0,9602,106831
XXXX,,2,R,18,,,,0,20.0,9602,138730
XXXX,56.0,2,U,30,,5.0,4.0,0,34.0,9512,154752
XXXX,,3,R,30,,1.0,1.0,1,106.0,9510,28807
XXXX,73.0,1,S,30,,3.0,7.0,2,25.0,9507,129708
XXXX,72.0,2,T,30,,3.0,,0,260.0,9510,108959
XXXX,,2,C,18,,4.0,,0,27.0,9601,122048
XXXX,47.0,3,U,18,,6.0,1.0,2,30.0,9601,38923
XXXX,,2,R,18,,,,0,39.0,9603,176609
XXXX,79.0,2,S,30,1.0,5.0,5.0,8,60.0,9506,45749
XXXX,28.0,3,C,30,1.0,4.0,1.0,10,88.5,9512,121495
XXXX,,3,R,30,,5.0,,0,96.0,9511,58601
XXXX,30.0,1,S,18,,7.0,9.0,0,15.0,9601,83871
XXXX,82.0,2,C,30,,,,0,111.5,9509,41013
XXXX,81.0,2,T,30,,5.0,4.0,10,118.06,9511,96909
XXXX,82.0,3,U,18,,5.0,,0,162.0,9603,66311
XXXX,64.0,3,R,30,,4.0,1.0,7,85.0,9512,103939
XXXX,40.0,3,C,18,,,,0,15.0,9602,15498
XXXX,44.0,3,R,30,2.0,5.0,1.0,0,68.0,9506,28782
XXXX,34.0,2,U,30,,5.0,5.0,1,71.0,9512,153381
XXXX,38.0,2,T,18,,,,0,50.0,9603,111164
XXXX,37.0,3,R,30,,2.0,,0,68.0,9505,54829
XXXX,81.0,2,S,18,,2.0,9.0,2,121.0,9601,112659
XXXX,46.0,2,S,30,,5.0,7.0,0,113.0,9512,150566
XXXX,,2,U,30,,,,0,170.0,9504,156631
XXXX,69.0,2,C,30,,2.0,7.0,8,144.0,9512,177415
XXXX,,1,S,30,,,,0,105.0,9511,167661
XXXX,70.0,2,C,30,,2.0,6.0,18,102.0,9511,13839
XXXX,31.0,2,S,18,,,,0,30.0,9603,168541
XXXX,,2,S,30,,,,0,357.0,9512,188092
XXXX,68.0,1,S,30,,7.0,9.0,16,111.0,9512,59267
XXXX,,3,C,30,,,,0,50.0,9508,91150
XXXX,,2,S,18,,,,0,38.0,9603,32525
XXXX,72.0,3,T,30,,2.0,2.0,0,50.0,9509,8089
XXXX,60.0,2,S,18,,5.0,2.0,1,23.0,9602,161555
XXXX,38.0,3,U,30,,5.0,3.0,29,180.0,9512,150813
XXXX,,2,T,18,,,,0,20.0,9601,187199
XXXX,,3,R,30,,,,0,159.0,9511,56005
XXXX,,2,C,18,,,,0,75.0,9602,130927
XXXX,,1,S,30,,,,0,176.0,9512,11256
XXXX,68.0,1,T,18,,7.0,,0,140.0,9602,136669
XXXX,35.0,3,C,18,,6.0,1.0,1,62.0,9602,182927
XXXX,38.0,2,S,30,2.0,6.0,,0,47.0,9504,88870
XXXX,81.0,2,R,18,,,,0,76.0,9605,10848
XXXX,,2,T,18,,,,0,94.0,9603,161799
XXXX,,2,T,4,,4.0,6.0,0,75.0,9702,123818
XXXX,37.0,1,S,30,,6.0,9.0,0,46.0,9509,108148
XXXX,69.0,1,U,18,,5.0,5.0,1,124.0,9612,10109
XXXX,81.0,2,C,18,,,,0,77.0,9602,36310
XXXX,68.0,1,S,18,,2.0,8.0,4,41.0,9603,60739
XXXX,,2,T,18,,,,0,20.0,9602,175116
XXXX,46.0,3,S,30,,4.0,,0,48.0,9509,119464
XXXX,44.0,2,C,18,,4.0,6.0,1,38.0,9611,186982
XXXX,26.0,1,S,30,,4.0,,0,32.0,9510,115960
XXXX,80.0,2,U,18,,5.0,5.0,14,101.0,9603,126160
XXXX,54.0,2,R,18,,4.0,4.0,14,96.0,9603,48983
XXXX,,3,S,18,,,,0,25.0,9601,28470
XXXX,80.0,3,T,30,,1.0,,0,92.0,9511,132852
XXXX,64.0,2,R,18,,1.0,6.0,0,32.0,9601,113843
XXXX,50.0,2,R,18,,1.0,,0,62.0,9603,61718
XXXX,53.0,2,R,30,,2.0,,0,61.0,9508,95313
XXXX,,2,T,18,,,,0,55.0,9601,190208
XXXX,42.0,1,T,30,,4.0,,0,26.0,9504,39272
XXXX,,1,U,30,,,,0,110.0,9511,166465
XXXX,69.0,3,R,18,,2.0,,0,183.0,9602,58900
XXXX,42.0,3,C,30,2.0,5.0,,0,30.0,9504,76925
XXXX,57.0,3,C,30,,7.0,1.0,7,253.0,9511,87092
XXXX,28.0,2,R,30,3.0,4.0,,0,15.0,9509,133732
XXXX,93.0,3,C,30,,1.0,,0,152.0,9512,22934
XXXX,64.0,1,C,30,,,,0,45.0,9511,15835
XXXX,,1,S,30,,6.0,,0,28.0,9510,171590
XXXX,68.0,1,S,30,,,,0,85.0,9506,61860
XXXX,64.0,2,S,30,,6.0,8.0,1,109.0,9510,141221
XXXX,71.0,2,T,30,,3.0,,0,109.0,9512,71875
XXXX,44.0,2,R,18,,2.0,,0,30.0,9601,74253
XXXX,44.0,2,T,30,2.0,5.0,,0,76.0,9512,184951
XXXX,32.0,2,S,30,,2.0,6.0,8,171.0,9512,5761
XXXX,82.0,2,C,30,,2.0,5.0,15,108.0,9511,32504
XXXX,47.0,2,C,18,,1.0,5.0,2,157.0,9604,185634
XXXX,62.0,2,T,30,,,,0,71.0,9512,47048
XXXX,75.0,2,R,18,,2.0,,0,177.0,9603,14893
XXXX,38.0,1,T,30,,6.0,,0,826.0,9511,4689
XXXX,86.0,2,C,18,,5.0,5.0,0,27.0,9601,79109
XXXX,57.0,2,S,30,,6.0,7.0,1,45.0,9508,151327
XXXX,26.0,3,T,18,1.0,7.0,5.0,7,20.0,9601,116524
XXXX,48.0,3,T,30,,5.0,2.0,11,70.0,9512,15964
XXXX,64.0,2,T,18,,6.0,8.0,1,40.0,9601,174686
XXXX,36.0,1,U,18,,6.0,,0,20.0,9602,93081
XXXX,47.0,2,C,30,,5.0,5.0,10,86.0,9511,27950
XXXX,61.0,1,S,18,,5.0,9.0,3,20.0,9602,83840
XXXX,93.0,2,C,30,,4.0,5.0,3,79.0,9512,183262
XXXX,72.0,1,U,30,1.0,5.0,8.0,0,294.0,9510,145877
XXXX,70.0,2,T,30,,2.0,1.0,53,295.0,9505,9657
XXXX,60.0,1,C,30,1.0,7.0,9.0,1,194.0,9512,106111
XXXX,74.0,1,S,30,,5.0,8.0,2,201.0,9512,65648
XXXX,42.0,2,R,30,,6.0,7.0,0,20.0,9512,57044
XXXX,72.0,1,C,18,,5.0,6.0,2,151.0,9601,158008
XXXX,74.0,3,U,18,,,,0,233.0,9607,6694
XXXX,27.0,1,S,30,,,,0,90.0,9511,26203
XXXX,60.0,2,R,30,,1.0,2.0,4,112.0,9506,64302
XXXX,33.0,2,T,30,4.0,6.0,8.0,2,94.0,9509,69387
XXXX,,1,T,30,,,,0,745.0,9508,179315
XXXX,45.0,3,R,30,,,,0,136.0,9512,99106
XXXX,,1,R,30,,,,0,26.0,9512,167077
XXXX,54.0,2,C,18,,5.0,6.0,1,61.0,9601,35446
XXXX,72.0,1,T,30,,5.0,,0,20.0,9512,53165
XXXX,74.0,1,S,30,,,,0,239.0,9509,116324
XXXX,62.0,1,S,30,,6.0,9.0,12,117.0,9512,145579
XXXX,62.0,2,T,30,1.0,2.0,6.0,7,207.0,9512,42803
XXXX,,2,S,30,,1.0,4.0,1,393.0,9510,7030
XXXX,53.0,1,S,18,,6.0,6.0,0,105.0,9612,188596
XXXX,43.0,2,C,30,,4.0,4.0,4,42.0,9511,13627
XXXX,86.0,3,C,30,,1.0,1.0,16,78.0,9511,28251
XXXX,,2,T,30,,,,0,36.0,9511,177753
XXXX,68.0,2,S,30,,2.0,3.0,6,77.0,9509,2202
XXXX,67.0,1,C,18,,,,0,61.0,9602,126548
XXXX,67.0,2,R,18,,3.0,2.0,0,53.0,9601,111986
XXXX,67.0,3,S,18,,4.0,,0,389.0,9612,11927
XXXX,72.0,2,R,30,,1.0,,0,331.0,9512,170390
XXXX,60.0,2,S,30,,,,0,344.0,9512,45396
XXXX,89.0,3,U,30,,3.0,7.0,0,75.0,9512,45109
XXXX,40.0,2,C,18,,5.0,8.0,2,35.0,9602,26277
XXXX,50.0,2,T,18,2.0,4.0,,0,26.0,9601,183543
XXXX,57.0,1,S,30,,,,0,88.0,9509,41626
XXXX,56.0,1,C,30,,5.0,7.0,1,60.0,9508,117895
XXXX,77.0,1,S,30,,3.0,7.0,11,50.0,9512,190381
XXXX,68.0,1,S,30,,3.0,8.0,0,84.0,9511,150363
XXXX,44.0,1,T,18,3.0,4.0,,0,65.0,9601,49024
XXXX,,1,C,18,,7.0,8.0,0,168.0,9603,156356
XXXX,50.0,2,S,30,,,,0,65.0,9509,159908
XXXX,56.0,2,R,18,1.0,2.0,,0,140.0,9602,97181
XXXX,,1,S,30,,,,0,56.0,9508,64924
XXXX,42.0,2,R,18,,,,0,64.0,9602,173115
XXXX,44.0,1,S,30,,7.0,,0,26.0,9511,136227
XXXX,,3,C,30,,,,0,170.0,9505,3889
XXXX,51.0,2,U,30,,5.0,2.0,6,20.0,9510,168525
XXXX,71.0,2,T,18,,1.0,3.0,21,72.0,9601,85821
XXXX,41.0,1,T,30,2.0,5.0,9.0,1,39.0,9509,122485
XXXX,44.0,1,T,30,,7.0,9.0,0,73.0,9512,51017
XXXX,84.0,1,R,18,,5.0,,0,52.0,9602,57149
XXXX,66.0,2,T,30,,2.0,7.0,12,167.0,9506,114325
XXXX,,1,U,30,,,,0,50.0,9504,162966
XXXX,,1,S,18,,4.0,8.0,0,20.0,9602,136435
XXXX,,2,R,30,,,,0,64.0,9511,54443
XXXX,60.0,2,C,30,,5.0,5.0,16,263.0,9512,182959
XXXX,64.0,1,S,30,,6.0,9.0,13,58.0,9512,26434
XXXX,63.0,2,R,30,,2.0,,0,165.0,9510,7696
XXXX,75.0,2,C,30,,2.0,4.0,44,112.0,9507,181191
XXXX,,2,T,30,,1.0,1.0,0,84.0,9512,97271
XXXX,32.0,2,R,30,,2.0,,0,40.0,9511,138731
XXXX,,1,S,18,,,,0,18.0,9601,169804
XXXX,46.0,3,R,30,1.0,4.0,1.0,1,25.0,9506,80644
XXXX,90.0,1,S,18,,1.0,,0,72.0,9603,149519
XXXX,46.0,1,C,30,,1.0,3.0,2,32.0,9512,134813
XXXX,74.0,2,R,30,,2.0,,0,110.0,9511,124662
XXXX,47.0,2,U,30,,1.0,,0,416.0,9509,166542
XXXX,,,,30,,2.0,5.0,0,109.0,9512,70313
XXXX,,,,18,,5.0,,0,102.0,9601,31715
XXXX,73.0,3,C,18,,3.0,3.0,1,40.0,9603,120997
XXXX,33.0,2,U,18,,,,0,59.0,9601,150785
XXXX,79.0,3,U,18,,2.0,5.0,8,151.0,9603,170673
XXXX,53.0,1,S,18,,6.0,9.0,1,35.0,9603,28389
XXXX,61.0,2,C,18,,,,0,90.0,9602,171290
XXXX,41.0,2,S,30,,,,0,121.0,9511,156345
XXXX,87.0,2,R,18,,3.0,,0,74.0,9601,124492
XXXX,,3,C,30,,1.0,0.0,3,411.0,9503,102705
XXXX,,2,R,30,,6.0,,0,62.0,9505,132669
XXXX,,2,U,18,,2.0,1.0,0,63.0,9602,146418
XXXX,84.0,2,T,30,,5.0,5.0,10,35.0,9512,53113
XXXX,56.0,3,C,30,,2.0,1.0,2,65.0,9508,61696
XXXX,87.0,2,T,30,,4.0,8.0,8,227.0,9504,15932
XXXX,41.0,2,S,30,,3.0,9.0,0,164.0,9506,56712
XXXX,87.0,1,S,30,,4.0,8.0,0,61.0,9512,89933
XXXX,79.0,1,C,18,,,,0,88.0,9603,28426
XXXX,80.0,2,U,5,,2.0,,0,93.0,9701,3220
XXXX,49.0,2,R,30,2.0,2.0,6.0,18,251.0,9510,129532
XXXX,,3,C,30,,,,0,20.0,9509,119131
XXXX,70.0,2,R,18,,2.0,,0,15.0,9602,180706
XXXX,,2,U,30,,,,0,83.0,9511,166357
XXXX,76.0,3,S,30,,3.0,,0,211.5,9509,129529
XXXX,76.0,3,C,18,,2.0,0.0,2,40.0,9603,177192
XXXX,67.0,3,C,18,,5.0,2.0,1,15.0,9601,55273
XXXX,56.0,1,C,18,,6.0,9.0,7,15.0,9602,101846
XXXX,51.0,1,S,18,,6.0,9.0,13,20.0,9602,144041
XXXX,39.0,1,S,30,,,,0,124.0,9511,3950
XXXX,75.0,1,U,18,,4.0,9.0,6,20.0,9602,90580
XXXX,60.0,2,S,18,,3.0,,0,289.0,9611,3616
XXXX,40.0,1,S,30,,5.0,,0,41.0,9512,127434
XXXX,,,,18,,2.0,,0,112.0,9603,132977
XXXX,42.0,3,T,30,,2.0,0.0,1,155.0,9512,170264
XXXX,66.0,2,C,30,,4.0,4.0,24,15.0,9506,131668
XXXX,,2,S,18,,,,0,40.0,9601,138353
XXXX,49.0,2,T,30,,,,0,30.0,9512,59865
XXXX,70.0,3,R,18,,1.0,5.0,2,121.0,9602,107426
XXXX,89.0,3,R,30,,1.0,2.0,5,187.0,9509,127990
XXXX,34.0,3,R,30,1.0,2.0,,0,42.0,9507,109153
XXXX,54.0,1,C,30,1.0,7.0,9.0,3,44.0,9504,99408
XXXX,38.0,2,S,30,1.0,5.0,,0,131.0,9512,145901
XXXX,54.0,1,C,30,,7.0,8.0,3,81.0,9512,118820
XXXX,54.0,1,R,30,,2.0,4.0,4,131.0,9507,170440
XXXX,81.0,2,S,18,,1.0,7.0,1,106.0,9602,39776
XXXX,,2,R,18,,,,0,70.0,9603,174504
XXXX,64.0,3,T,30,,6.0,1.0,1,101.0,9511,115673
XXXX,,2,T,18,,4.0,,0,37.0,9603,113921
XXXX,78.0,3,T,18,,1.0,0.0,0,35.0,9603,49086
XXXX,51.0,2,T,18,,6.0,4.0,2,167.0,9601,52465
XXXX,68.0,2,T,30,,5.0,2.0,0,59.0,9509,176513
XXXX,,2,R,30,,3.0,,0,36.0,9505,96863
XXXX,42.0,3,U,30,2.0,1.0,,0,55.0,9512,144621
XXXX,51.0,2,C,18,,2.0,,0,155.0,9601,83743
XXXX,,1,C,30,,3.0,9.0,1,211.0,9504,48751
XXXX,41.0,2,T,30,,1.0,,0,160.0,9512,133870
XXXX,,3,T,30,,,,0,25.0,9506,54052
XXXX,60.0,1,C,30,,6.0,9.0,13,96.0,9512,166691
XXXX,80.0,2,S,18,2.0,5.0,,0,105.0,9601,153327
XXXX,56.0,2,S,18,,5.0,5.0,1,108.0,9603,32799
XXXX,62.0,2,C,30,,5.0,,0,50.0,9505,52798
XXXX,37.0,2,R,30,4.0,5.0,4.0,6,310.0,9504,85391
XXXX,53.0,1,C,30,,5.0,9.0,2,90.0,9511,47228
XXXX,,2,R,18,,1.0,3.0,0,156.0,9601,7934
XXXX,71.0,1,R,30,,5.0,7.0,2,35.0,9508,112917
XXXX,,3,R,30,,,,0,180.5,9511,12507
XXXX,,2,R,18,,,,0,309.0,9602,190435
XXXX,38.0,2,R,30,,4.0,,0,67.0,9512,107671
XXXX,42.0,3,U,30,1.0,3.0,,0,25.0,9510,68074
XXXX,61.0,2,R,18,,5.0,4.0,0,58.0,9601,46940
XXXX,,3,T,30,,1.0,1.0,1,77.0,9509,22266
XXXX,54.0,2,S,30,2.0,5.0,8.0,6,38.0,9510,102543
XXXX,73.0,2,S,30,,3.0,8.0,26,128.0,9512,102551
XXXX,92.0,1,S,30,,7.0,9.0,5,220.0,9512,89177
XXXX,40.0,2,U,30,,4.0,,0,120.0,9504,549
XXXX,56.0,3,S,18,,1.0,3.0,1,61.0,9601,29590
XXXX,,2,R,30,,7.0,,0,60.0,9512,73505
XXXX,50.0,3,R,30,,7.0,0.0,3,52.0,9506,132835
XXXX,70.0,1,T,18,,4.0,9.0,0,20.0,9602,142060
XXXX,70.0,1,S,18,,4.0,9.0,12,20.0,9602,99385
XXXX,79.0,2,C,30,,3.0,6.0,3,54.0,9511,37316
XXXX,60.0,1,S,30,,4.0,8.0,19,86.0,9508,150883
XXXX,53.0,,,30,,5.0,7.0,1,168.0,9511,22688
XXXX,88.0,3,R,30,,2.0,2.0,4,112.0,9510,101364
XXXX,67.0,3,U,30,,1.0,1.0,1,230.0,9511,13722
XXXX,88.0,2,C,18,,,,0,93.0,9601,36704
XXXX,,1,U,30,,5.0,8.0,0,50.0,9512,156539
XXXX,,2,C,30,,,,0,42.0,9510,134738
XXXX,,3,U,18,,,,0,16.0,9601,170757
XXXX,56.0,2,S,30,,2.0,,0,38.0,9504,176756
XXXX,51.0,1,T,30,,7.0,9.0,0,201.0,9510,4855
XXXX,,2,R,18,1.0,3.0,5.0,1,260.0,9603,59727
XXXX,,1,C,30,,6.0,8.0,1,23.0,9512,97006
XXXX,,2,C,30,,,,0,216.0,9509,160512
XXXX,72.0,2,S,18,,2.0,9.0,1,73.0,9601,175970
XXXX,73.0,2,R,18,,3.0,2.0,4,127.0,9602,85032
XXXX,72.0,1,S,30,,,,0,95.0,9512,142206
XXXX,29.0,2,R,30,1.0,4.0,4.0,0,24.0,9512,2256
XXXX,86.0,2,R,30,,2.0,2.0,10,268.0,9509,126833
XXXX,68.0,2,T,18,1.0,5.0,6.0,1,20.0,9602,80113
XXXX,37.0,1,C,30,,7.0,9.0,0,15.0,9507,130666
XXXX,35.0,2,C,18,,,,0,138.0,9601,113714
XXXX,94.0,1,S,18,,7.0,,0,133.0,9602,148072
XXXX,46.0,1,T,18,,6.0,8.0,9,227.0,9601,27462
XXXX,63.0,2,C,18,1.0,5.0,,0,26.0,9602,180978
XXXX,51.0,1,S,18,,4.0,8.0,1,30.0,9602,89077
XXXX,74.0,2,S,18,,2.0,7.0,8,58.0,9603,101884
XXXX,80.0,1,C,30,,2.0,8.0,5,242.0,9504,104874
XXXX,,1,C,30,,,,0,15.0,9507,165821
XXXX,77.0,2,R,30,,,,0,70.0,9512,132904
XXXX,43.0,2,U,18,,,,0,76.0,9602,156806
XXXX,49.0,1,S,30,4.0,7.0,9.0,8,202.0,9512,37822
XXXX,,2,R,18,,2.0,,0,72.0,9602,106670
XXXX,53.0,1,S,18,,7.0,9.0,1,75.0,9601,116213
XXXX,,2,S,30,,,,0,105.0,9508,48805
XXXX,63.0,1,C,30,,7.0,6.0,9,211.0,9511,155494
XXXX,35.0,1,T,18,,,,0,47.0,9603,54947
XXXX,,2,S,30,1.0,5.0,6.0,2,67.0,9511,78812
XXXX,45.0,1,S,18,,5.0,9.0,3,28.0,9601,134421
XXXX,75.0,2,C,30,1.0,4.0,,0,41.0,9509,46094
XXXX,54.0,3,T,30,,4.0,1.0,8,34.0,9512,104971
XXXX,,4,U,30,,,,0,138.0,9509,93542
XXXX,73.0,1,U,18,,2.0,7.0,0,45.0,9602,189584
XXXX,75.0,1,S,18,,5.0,6.0,1,145.0,9603,131726
XXXX,64.0,1,U,30,,7.0,5.0,32,75.0,9507,167874
XXXX,63.0,2,S,18,,3.0,6.0,11,123.0,9603,83850
XXXX,49.0,1,S,18,,7.0,8.0,4,25.0,9601,92509
XXXX,42.0,1,T,30,,5.0,9.0,3,85.0,9510,71630
XXXX,34.0,1,T,30,,7.0,,0,67.0,9510,66110
XXXX,62.0,2,R,30,,5.0,,0,223.0,9512,72286
XXXX,,1,U,30,,,,0,727.0,9504,166275
XXXX,60.0,3,T,30,,1.0,3.0,1,30.0,9512,23479
XXXX,,2,C,18,,,,0,20.0,9601,37049
XXXX,,1,R,30,,,,0,116.0,9512,171540
XXXX,65.0,1,C,30,,7.0,0.0,4,104.0,9512,97041
XXXX,64.0,1,S,30,,5.0,,0,190.0,9512,173852
XXXX,48.0,,,30,,7.0,7.0,0,117.0,9506,32455
XXXX,,2,T,30,,,,0,115.0,9510,122690
XXXX,78.0,2,R,18,,2.0,3.0,2,57.0,9602,85193
XXXX,,3,R,30,,2.0,,0,131.0,9511,132630
XXXX,71.0,1,U,30,,4.0,5.0,15,52.0,9505,162983
XXXX,,3,R,18,,,,0,159.0,9601,15597
XXXX,54.0,1,C,30,1.0,5.0,,0,159.0,9512,94274
XXXX,40.0,1,U,30,1.0,5.0,7.0,1,242.0,9506,170587
XXXX,,1,S,18,,,,0,25.0,9602,157577
