STATE,TIMEDIFF,SESNEI,UCITY,AGE,MDMAUD,DOMAIN,CLUSTER,HOMEOWNR,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,RAMNTALL,LASTGIFT,LASTDATE,TIMELAG,AVGGIFT,CONTROLN
TX,17,,,,XXXX, ,,U,,6.0,F,,0,30.0,20.0,9601,7.0,15.0,116391
CA,22,2,T,,XXXX,T2,40.0, ,,,F,,0,313.0,22.0,9508,3.0,22.357142857,159072
MO,9,2,S,,XXXX,S2,16.0,U,,4.0,F,,0,90.0,0.0,9609,4.0,5.0,185424
IN,21,2,T,82.0,XXXX,T2,38.0,H,,3.0,F,1.0,4,1301.0,45.0,9509,3.0,41.967741935,8521
IN,18,2,R,85.0,XXXX,R2,49.0,H,,3.0,F,,0,146.0,15.0,9512,8.0,8.5882352941,63115
MO,18,2,C,89.0,XXXX,C2,27.0,H,,1.0,M,6.0,5,165.0,15.0,9512,1.0,7.8571428571,101825
MS,18,1,T,64.0,XXXX,T1,35.0, ,,,M,,0,109.0,10.0,9512,1.0,6.0555555556,56090
OK,15,1,C,81.0,XXXX,C1,24.0,H,,4.0,M,8.0,4,70.0,20.0,9603,8.0,17.5,114567
MO,15,2,S,75.0,XXXX,S2,20.0,H,,4.0,M,7.0,0,89.0,11.0,9603,4.0,6.8461538462,99678
NC,16,1,T,66.0,XXXX,T1,35.0,H,,4.0,F,,0,35.0,10.0,9602,2.0,8.75,16944
WA,16,2,S,42.0,XXXX,S2,18.0,H,,4.0,F,5.0,6,20.0,20.0,9602,,20.0,179501
TX,19,2,R,,XXXX,R2,48.0,H,,6.0,F,4.0,1,36.0,20.0,9511,10.0,12.0,128273
OK,17,2,C,71.0,XXXX,C2,27.0, ,,,M,,0,65.0,10.0,9601,7.0,4.6428571429,112904
MI,19,,,56.0,XXXX, ,,H,,6.0,M,,0,128.0,30.0,9511,14.0,16.0,66763
OR,18,1,R,56.0,XXXX,R1,42.0,H,1.0,7.0,F,6.0,15,39.0,15.0,9512,7.0,9.75,176353
MO,26,2,R,82.0,XXXX,R2,43.0,H,,4.0,M,4.0,8,127.0,10.0,9504,3.0,6.35,101348
CA,20,3,C,77.0,XXXX,C3,31.0,H,,5.0,M,1.0,7,279.0,10.0,9510,2.0,8.71875,155374
OK,21,2,T,40.0,XXXX,T2,40.0,H,,5.0,M,7.0,4,25.0,25.0,9509,,25.0,113373
KS,15,3,R,74.0,XXXX,R3,53.0,U,,1.0,M,1.0,0,96.0,10.0,9603,5.0,16.0,105329
TX,19,2,T,64.0,XXXX,T2,40.0,U,,4.0,M,7.0,7,140.0,20.0,9511,5.0,17.5,6873
CA,18,1,C,81.0,XXXX,C1,24.0,H,,6.0,M,8.0,2,113.0,16.0,9512,13.0,14.125,148416
TX,16,1,S,39.0,XXXX,S1,14.0,H,,7.0,M,9.0,1,20.0,20.0,9602,,20.0,116234
TX,17,1,C,51.0,XXXX,C1,22.0,U,,5.0,F,,0,50.0,20.0,9601,9.0,12.5,121514
TX,27,1,C,46.0,XXXX,C1,22.0,H,,7.0,M,7.0,3,158.0,60.0,9503,4.0,26.333333333,115775
TX,17,2,S,,XXXX,S2,18.0,U,,2.0,F,,0,15.0,15.0,9601,,15.0,127245
NY,16,1,C,56.0,XXXX,C1,23.0,H,1.0,2.0,M,7.0,15,82.0,15.0,9602,2.0,10.25,43840
CO,16,1,S,58.0,XXXX,S1,11.0,H,,5.0,F,9.0,1,30.0,20.0,9602,5.0,15.0,130649
WA,17,2,S,65.0,XXXX,S2,16.0,H,1.0,4.0,M,3.0,13,73.0,9.0,9601,9.0,6.0833333333,182116
NC,25,1,C,50.0,XXXX,C1,22.0,H,1.0,5.0,F,9.0,0,86.0,20.0,9505,3.0,10.75,17650
TX,17,,,46.0,XXXX, ,,H,4.0,5.0,F,6.0,0,104.0,10.0,9601,5.0,9.4545454545,124169
WI,16,2,R,86.0,XXXX,R2,46.0,H,,2.0,F,3.0,6,41.0,10.0,9602,7.0,6.8333333333,81124
CA,20,1,U,53.0,XXXX,U1,1.0,U,,5.0,F,1.0,1,60.0,16.0,9510,5.0,10.0,163002
IL,18,2,S,28.0,XXXX,S2,18.0,H,,4.0,F,2.0,1,78.0,17.0,9512,4.0,15.6,91805
FL,18,2,R,64.0,XXXX,R2,46.0,H,,7.0,M,,0,61.0,10.0,9512,2.0,7.625,34518
GA,23,3,C,84.0,XXXX,C3,31.0,U,,1.0,F,9.0,1,15.0,15.0,9507,,15.0,27731
MI,18,2,S,62.0,XXXX,S2,17.0,H,,3.0,F,4.0,9,131.0,20.0,9512,4.0,10.916666667,64898
FL,22,2,S,31.0,XXXX,S2,20.0,H,,5.0,M,5.0,0,53.0,15.0,9508,9.0,10.6,39170
TX,26,1,S,,XXXX,S1,13.0,H,,4.0,M,8.0,3,75.0,25.0,9504,4.0,18.75,127960
GA,26,1,T,56.0,XXXX,T1,35.0,H,1.0,4.0,F,8.0,0,180.0,10.0,9504,5.0,13.846153846,30708
CA,18,3,S,77.0,XXXX,S3,21.0, ,,,M,,0,20.0,20.0,9512,,20.0,157757
FL,17,2,C,48.0,XXXX,C2,27.0,H,,4.0,F,7.0,1,61.0,25.0,9601,15.0,15.25,46041
NV,18,3,S,,XXXX,S3,21.0, ,,,F,,0,69.0,7.0,9512,9.0,5.3076923077,141622
CA,19,1,C,65.0,XXXX,C1,24.0,H,,7.0,U,5.0,0,45.0,5.0,9511,5.0,4.0909090909,160947
WA,15,1,S,56.0,XXXX,S1,12.0,H,,6.0,U,,0,51.0,10.0,9603,5.0,8.5,182183
CA,21,2,C,74.0,XXXX,C2,28.0, ,,,F,,0,128.0,17.0,9509,8.0,11.636363636,172668
IL,7,3,U,78.0,XXXX,U3,8.0,H,,4.0,M,5.0,2,71.0,0.0,9611,13.0,7.8888888889,11602
FL,17,1,C,46.0,XXXX,C1,23.0, ,,,F,,0,46.0,21.0,9601,7.0,15.333333333,33898
IN,21,2,R,,XXXX,R2,45.0, ,,,M,,0,25.0,25.0,9509,,25.0,63848
AL,4,3,T,45.0,XXXX,T3,41.0,H,1.0,6.0,M,,0,181.64,10.0,9702,3.0,9.082,10066
WA,16,,,,XXXX, ,, ,,5.0,F,1.0,1,79.0,5.0,9602,6.0,4.3888888889,191270
KY,16,3,U,80.0,XXXX,U3,8.0,H,,2.0,F,5.0,6,95.0,5.0,9602,3.0,5.0,56684
UT,18,2,T,77.0,XXXX,T2,40.0,H,,4.0,M,3.0,2,115.0,10.0,9512,4.0,11.5,134878
CA,18,2,R,,XXXX,R2,45.0,H,,6.0,F,1.0,0,83.0,10.0,9512,10.0,6.9166666667,160666
CA,18,1,S,70.0,XXXX,S1,13.0,H,1.0,5.0,F,9.0,1,231.0,25.0,9512,9.0,15.4,152929
GA,15,2,T,82.0,XXXX,T2,37.0,H,,1.0,M,5.0,3,178.0,15.0,9603,5.0,8.9,27885
AZ,18,2,S,54.0,XXXX,S2,20.0,U,2.0,2.0,F,,0,154.0,10.0,9512,1.0,8.1052631579,136569
FL,16,1,C,42.0,XXXX,C1,23.0,H,1.0,6.0,M,8.0,3,23.0,23.0,9602,,23.0,21924
TX,24,2,R,36.0,XXXX,R2,45.0,H,3.0,1.0,M,,0,48.0,20.0,9506,4.0,9.6,126781
UT,16,2,R,72.0,XXXX,R2,45.0,H,,2.0,M,0.0,0,20.0,20.0,9602,,20.0,134911
TX,24,1,C,,XXXX,C1,24.0,U,,2.0,F,8.0,1,300.0,30.0,9506,2.0,27.272727273,118752
CA,15,1,S,50.0,XXXX,S1,11.0,H,1.0,5.0,F,8.0,6,305.0,60.0,9603,5.0,50.833333333,157907
AL,26,2,C,,XXXX,C2,28.0,H,,1.0,F,4.0,5,137.0,15.0,9504,1.0,8.5625,47254
CA,18,3,T,86.0,XXXX,T3,41.0,U,,1.0,F,1.0,0,50.0,15.0,9512,12.0,8.3333333333,154210
CA,23,3,U,66.0,XXXX,U3,8.0,H,,4.0,M,,0,110.0,10.0,9507,15.0,7.8571428571,155172
AZ,20,2,S,55.0,XXXX,S2,18.0,H,,4.0,M,6.0,0,23.0,23.0,9510,,23.0,137100
OR,18,2,R,87.0,XXXX,R2,45.0,U,,4.0,M,3.0,19,153.0,15.0,9512,5.0,10.2,11528
TN,18,3,S,47.0,XXXX,S3,21.0,H,2.0,5.0,F,,0,109.0,20.0,9512,13.0,9.0833333333,53671
MO,17,2,R,83.0,XXXX,R2,45.0, ,,, ,,0,57.0,10.0,9601,5.0,9.5,103796
WA,11,2,R,61.0,XXXX,R2,43.0, ,,,F,,0,195.0,50.0,9607,26.0,32.5,8553
MI,22,4,U,54.0,XXXX,U4,10.0,H,,4.0,F,3.0,10,70.0,25.0,9508,5.0,17.5,64798
IL,17,2,S,85.0,XXXX,S2,17.0,U,,2.0,F,6.0,8,189.0,10.0,9601,5.0,6.75,8673
MN,22,3,R,50.0,XXXX,R3,51.0,H,,7.0,M,,0,139.0,12.0,9508,13.0,9.9285714286,85522
TX,26,2,T,64.0,XXXX,T2,36.0,H,,4.0,M,,0,45.0,25.0,9504,15.0,22.5,120240
OR,18,3,R,67.0,XXXX,R3,51.0,U,,2.0,F,1.0,22,111.0,25.0,9512,20.0,18.5,177096
CA,19,2,T,74.0,XXXX,T2,40.0,H,,2.0,F,,0,151.0,20.0,9511,10.0,12.583333333,154952
MI,26,2,T,36.0,XXXX,T2,40.0,H,2.0,5.0,F,,0,68.0,25.0,9504,10.0,11.333333333,65522
KS,18,2,R,,XXXX,R2,45.0, ,,,F,,0,67.0,15.0,9512,8.0,7.4444444444,106013
CA,18,2,R,,XXXX,R2,45.0,U,,1.0,M,,0,31.0,15.0,9512,7.0,10.333333333,173073
TX,17,2,T,,XXXX,T2,39.0, ,,,F,,0,55.0,50.0,9601,37.0,27.5,122680
MI,17,2,T,,XXXX,T2,40.0,U,,4.0,F,,0,134.0,15.0,9601,5.0,13.4,66966
FL,22,1,C,57.0,XXXX,C1,23.0,H,,7.0,F,,0,60.0,30.0,9508,22.0,20.0,45103
GA,19,1,S,53.0,XXXX,S1,14.0, ,,,M,,0,49.0,15.0,9511,4.0,9.8,26097
GA,19,2,S,84.0,XXXX,S2,18.0,H,,4.0,M,6.0,10,57.0,15.0,9511,8.0,11.4,26145
FL,21,2,C,85.0,XXXX,C2,28.0,H,,1.0,M,5.0,23,125.0,10.0,9509,1.0,8.9285714286,46638
IL,23,3,C,,XXXX,C3,30.0, ,,, ,,0,62.0,16.0,9507,7.0,8.8571428571,97611
MI,18,1,S,45.0,XXXX,S1,12.0,H,1.0,6.0,M,9.0,1,103.0,50.0,9512,4.0,17.166666667,69470
IN,19,3,C,73.0,XXXX,C3,30.0,H,,2.0,M,4.0,1,37.0,5.0,9511,10.0,6.1666666667,62427
MO,17,2,R,,XXXX,R2,49.0,U,,7.0,M,4.0,0,15.0,15.0,9601,,15.0,103709
GA,21,1,S,68.0,XXXX,S1,11.0,H,,5.0,M,8.0,29,70.0,11.0,9509,4.0,7.0,26348
GA,17,2,T,40.0,XXXX,T2,40.0,U,,6.0,M,8.0,1,30.0,5.0,9601,4.0,7.5,30116
AL,18,3,R,,XXXX,R3,50.0,U,,2.0,F,,0,100.0,15.0,9512,8.0,14.285714286,49634
CA,21,2,C,,XXXX,C2,26.0,U,,2.0,F,1.0,1,53.0,20.0,9509,11.0,17.666666667,172751
CA,23,3,U,,XXXX,U3,8.0, ,,, ,,0,20.0,20.0,9507,,20.0,144647
NC,17,3,T,,XXXX,T3,41.0,U,,2.0,F,5.0,3,25.0,25.0,9601,,25.0,20797
WI,25,2,S,36.0,XXXX,S2,16.0,H,,3.0,F,,0,25.0,15.0,9505,13.0,12.5,77668
IN,20,1,S,,XXXX,S1,11.0, ,,,F,,0,51.0,20.0,9510,6.0,8.5,32203
TN,20,2,R,,XXXX,R2,44.0, ,,,F,,0,30.0,25.0,9510,9.0,15.0,50298
IL,25,,,44.0,XXXX, ,,H,,2.0,F,,0,207.0,20.0,9505,3.0,25.875,95025
CA,15,2,T,73.0,XXXX,T2,37.0,H,,4.0,F,1.0,2,227.0,19.0,9603,10.0,8.1071428571,156207
GA,17,3,T,32.0,XXXX,T3,41.0,H,,6.0,F,2.0,2,32.0,10.0,9601,11.0,8.0,27312
TX,16,2,R,46.0,XXXX,R2,46.0,H,1.0,7.0,M,,0,127.0,32.0,9602,12.0,31.75,132653
WI,15,2,S,54.0,XXXX,S2,16.0,H,,5.0,M,6.0,0,40.0,15.0,9603,9.0,10.0,78942
IA,20,3,R,36.0,XXXX,R3,53.0,H,1.0,3.0,M,4.0,0,91.0,4.0,9510,3.0,4.7894736842,75459
MN,19,3,R,58.0,XXXX,R3,53.0,H,,4.0,M,,0,55.0,15.0,9511,3.0,9.1666666667,85626
CA,26,1,S,,XXXX,S1,14.0, ,,,M,,0,263.0,20.0,9504,7.0,15.470588235,157616
MI,18,2,T,92.0,XXXX,T2,38.0, ,,,F,,0,179.0,10.0,9512,7.0,8.5238095238,71984
AK,16,2,R,74.0,XXXX,R2,44.0,U,,4.0,M,,0,45.0,7.0,9602,10.0,5.625,184767
IL,24,3,T,92.0,XXXX,T3,41.0,U,,2.0,F,,0,93.5,20.0,9506,10.0,11.6875,98809
CA,18,2,U,,XXXX,U2,7.0,U,,1.0,M,6.0,7,55.0,10.0,9512,1.0,9.1666666667,163980
CA,19,1,C,,XXXX,C1,23.0, ,,,F,,0,30.0,15.0,9511,2.0,15.0,130339
CA,18,3,U,,XXXX,U3,8.0, ,,,F,,0,101.0,12.0,9512,1.0,8.4166666667,12460
IL,19,2,S,40.0,XXXX,S2,18.0,H,3.0,5.0,M,8.0,1,40.0,20.0,9511,1.0,20.0,90220
CA,15,1,U,44.0,XXXX,U1,2.0,H,,7.0,M,,0,35.0,20.0,9603,27.0,17.5,167983
CA,15,2,S,38.0,XXXX,S2,18.0,H,2.0,6.0,F,2.0,0,40.0,25.0,9603,7.0,13.333333333,153484
CO,19,1,S,,XXXX,S1,11.0, ,,,F,,0,76.0,25.0,9511,1.0,12.666666667,129288
TX,15,1,S,26.0,XXXX,S1,15.0,U,,2.0,M,,0,15.0,15.0,9603,,15.0,117606
IL,17,3,U,86.0,XXXX,U3,8.0,H,,2.0,F,4.0,7,111.0,5.0,9601,7.0,4.44,93752
TN,18,1,U,46.0,XXXX,U1,3.0,H,,6.0,F,,0,34.0,7.0,9512,9.0,8.5,53256
WA,19,2,R,,XXXX,R2,46.0, ,,,F,,0,238.0,20.0,9511,4.0,14.0,183377
NC,19,2,R,,XXXX,R2,47.0, ,,, ,,0,86.0,5.0,9511,15.0,6.6153846154,20862
CA,16,1,S,64.0,XXXX,S1,13.0,H,,6.0,F,9.0,8,25.0,25.0,9602,,25.0,162258
TX,26,1,C,50.0,XXXX,C1,24.0,H,,3.0,F,,0,80.0,20.0,9504,2.0,13.333333333,123707
CA,16,3,C,70.0,XXXX,C3,31.0,H,,2.0,M,,0,15.0,15.0,9602,,15.0,165873
IN,20,2,R,,XXXX,R2,44.0, ,,,F,,0,116.0,13.0,9510,6.0,7.25,61656
FL,24,2,C,35.0,XXXX,C2,26.0,H,1.0,2.0,M,6.0,0,25.0,25.0,9506,,25.0,35285
TX,21,2,S,83.0,XXXX,S2,17.0,U,,2.0,M,,0,212.0,15.0,9509,6.0,9.6363636364,116506
CA,15,1,T,73.0,XXXX,T1,34.0,H,,5.0,F,7.0,0,216.0,20.0,9603,6.0,14.4,171030
IN,19,3,U,82.0,XXXX,U3,8.0,H,,3.0,F,4.0,1,42.0,20.0,9511,5.0,8.4,60055
CA,20,2,C,62.0,XXXX,C2,26.0,H,,2.0,M,2.0,2,25.0,25.0,9510,,25.0,160185
CA,15,1,S,36.0,XXXX,S1,12.0, ,,,M,,0,75.0,20.0,9603,38.0,18.75,167453
CO,19,1,C,46.0,XXXX,C1,24.0,H,,6.0,F,6.0,4,36.0,10.0,9511,2.0,12.0,131534
IL,15,2,S,80.0,XXXX,S2,16.0,H,,1.0,M,3.0,15,144.0,20.0,9603,3.0,14.4,91239
WA,17,2,T,46.0,XXXX,T2,40.0,U,,5.0,M,7.0,13,15.0,15.0,9601,,15.0,181497
MO,17,2,S,,XXXX,S2,18.0,H,,3.0,F,7.0,2,22.0,10.0,9601,5.0,7.3333333333,102261
MI,15,3,T,71.0,XXXX,T3,41.0,H,,3.0,M,4.0,17,68.0,3.0,9603,4.0,3.4,73412
CA,19,1,C,27.0,XXXX,C1,24.0,U,,3.0,M,8.0,0,40.0,15.0,9511,4.0,13.333333333,158733
FL,22,1,U,46.0,XXXX,U1,2.0, ,,,F,,0,94.0,10.0,9508,8.0,9.4,45354
CA,19,2,U,,XXXX,U2,7.0, ,,,M,,0,77.0,9.0,9511,2.0,7.7,142951
IL,21,2,S,41.0,XXXX,S2,18.0,H,,4.0,F,5.0,0,104.0,13.0,9509,6.0,10.4,91911
MO,17,1,C,43.0,XXXX,C1,24.0,H,3.0,6.0,M,9.0,2,15.0,15.0,9601,,15.0,99384
CA,19,2,T,78.0,XXXX,T2,37.0,H,,1.0,F,3.0,2,123.0,10.0,9511,3.0,9.4615384615,170529
GA,18,3,S,,XXXX,S3,21.0,U,,2.0,F,6.0,10,45.0,5.0,9512,8.0,5.0,28549
MI,15,1,S,48.0,XXXX,S1,12.0,H,,5.0,F,7.0,1,15.0,15.0,9603,,15.0,71537
IN,15,2,R,,XXXX,R2,48.0,U,,1.0,U,3.0,23,244.0,25.0,9603,6.0,18.769230769,3407
TX,17,1,C,34.0,XXXX,C1,24.0,H,,6.0,M,,0,15.0,15.0,9601,,15.0,115648
OK,17,2,T,44.0,XXXX,T2,36.0,H,1.0,6.0,M,,0,49.0,7.0,9601,3.0,4.9,115310
CA,18,2,C,75.0,XXXX,C2,28.0, ,,7.0,F,6.0,13,59.0,12.0,9512,8.0,8.4285714286,191089
WI,23,2,S,80.0,XXXX,S2,20.0,H,1.0,5.0,F,5.0,6,117.0,20.0,9507,11.0,13.0,79691
GA,9,3,C,,XXXX,C3,31.0, ,,,M,,0,92.0,12.0,9609,12.0,10.222222222,30403
IN,18,3,S,60.0,XXXX,S3,21.0,H,1.0,2.0,F,5.0,22,184.0,10.0,9512,5.0,10.823529412,60119
FL,22,2,U,80.0,XXXX,U2,6.0,H,,3.0,M,,0,217.0,20.0,9508,15.0,13.5625,37856
WA,17,2,T,78.0,XXXX,T2,40.0,H,,2.0,M,,0,20.0,15.0,9601,12.0,10.0,182789
CA,15,2,T,74.0,XXXX,T2,40.0,H,,5.0,M,4.0,5,123.0,6.0,9603,13.0,5.8571428571,172913
GA,23,1,C,37.0,XXXX,C1,24.0,U,,5.0,M,8.0,13,55.0,35.0,9507,6.0,27.5,29915
WI,18,3,S,67.0,XXXX,S3,21.0,H,,1.0,M,3.0,2,135.0,15.0,9512,5.0,11.25,77677
AL,21,2,T,35.0,XXXX,T2,40.0,H,1.0,5.0,M,8.0,1,160.0,8.0,9509,8.0,8.8888888889,47638
NC,15,2,R,47.0,XXXX,R2,49.0,H,2.0,7.0,M,5.0,0,622.0,50.0,9603,12.0,34.555555556,19080
FL,16,3,T,47.0,XXXX,T3,41.0,H,,4.0,F,1.0,4,57.0,12.0,9602,8.0,9.5,44946
FL,8,2,R,87.0,XXXX,R2,47.0,U,,3.0,F,,0,205.0,5.0,9610,4.0,3.7272727273,10935
WA,16,2,R,78.0,XXXX,R2,44.0,H,,5.0,F,,0,23.0,20.0,9602,0.0,11.5,2822
CA,5,2,S,84.0,XXXX,S2,17.0,H,,5.0,M,3.0,12,207.0,4.0,9701,4.0,4.14,655
MN,17,2,R,48.0,XXXX,R2,43.0,H,4.0,4.0,M,,0,93.0,15.0,9601,3.0,8.4545454545,84895
IL,15,1,S,43.0,XXXX,S1,12.0,H,1.0,4.0,F,7.0,2,122.0,20.0,9603,8.0,12.2,88140
MI,16,2,R,46.0,XXXX,R2,43.0,H,,5.0,F,2.0,22,81.0,13.0,9602,5.0,9.0,73495
NC,22,3,R,46.0,XXXX,R3,51.0,U,,1.0,F,,0,52.0,17.0,9508,3.0,10.4,18531
CA,21,2,S,81.0,XXXX,S2,20.0,H,,5.0,F,,0,80.0,12.0,9509,13.0,10.0,152141
LA,16,3,R,76.0,XXXX,R3,50.0,U,,3.0,F,,0,33.0,17.0,9602,12.0,11.0,108826
IN,15,2,S,,XXXX,S2,20.0,U,,5.0,U,8.0,0,64.0,10.0,9603,4.0,9.1428571429,69146
IL,18,1,S,73.0,XXXX,S1,14.0,H,,7.0,M,,0,133.0,14.0,9512,6.0,10.230769231,91702
IL,24,3,C,48.0,XXXX,C3,30.0,H,,5.0,M,1.0,1,45.0,20.0,9506,12.0,15.0,97634
IN,20,3,S,32.0,XXXX,S3,21.0,H,2.0,3.0,M,,0,65.0,20.0,9510,10.0,16.25,60197
CA,19,2,C,79.0,XXXX,C2,25.0,H,,5.0,M,1.0,0,277.0,33.0,9511,4.0,21.307692308,169260
AZ,18,,,,XXXX, ,,H,,7.0,U,9.0,26,92.0,22.0,9512,6.0,23.0,136328
IL,21,1,U,,XXXX,U1,2.0, ,,,F,,0,15.0,15.0,9509,,15.0,88747
CA,17,1,S,50.0,XXXX,S1,11.0,H,,7.0,F,8.0,9,104.0,15.0,9601,4.0,9.4545454545,178837
CA,22,4,U,96.0,XXXX,U4,10.0,H,,1.0,M,,0,124.0,25.0,9508,1.0,13.777777778,153076
FL,19,3,R,78.0,XXXX,R3,51.0,H,1.0,5.0,M,0.0,17,26.0,16.0,9511,5.0,13.0,33694
OR,18,4,U,68.0,XXXX,U4,10.0,U,,5.0,F,,0,56.0,15.0,9512,8.0,11.2,175424
HI,15,1,U,86.0,XXXX,U1,1.0,H,,4.0,M,4.0,0,63.0,10.0,9603,4.0,7.0,174216
MN,18,2,R,37.0,XXXX,R2,45.0,U,,4.0,M,,0,70.0,15.0,9512,3.0,11.666666667,84389
IA,17,2,R,80.0,XXXX,R2,45.0,U,,3.0,F,4.0,0,141.0,17.0,9601,4.0,10.846153846,75428
WI,25,2,T,44.0,XXXX,T2,36.0,H,1.0,5.0,M,3.0,0,92.0,16.0,9505,2.0,9.2,79803
WI,18,2,R,37.0,XXXX,R2,44.0,H,3.0,5.0,F,5.0,3,194.0,15.0,9512,9.0,12.933333333,78096
CA,20,3,U,,XXXX,U3,9.0, ,,,F,,0,65.0,10.0,9510,17.0,13.0,168314
GA,20,2,T,,XXXX,T2,40.0,H,,6.0,F,8.0,2,42.0,20.0,9510,9.0,10.5,27710
WI,16,2,S,80.0,XXXX,S2,17.0,H,,2.0,F,6.0,8,74.0,12.0,9602,8.0,8.2222222222,78701
MN,24,2,R,55.0,XXXX,R2,45.0,U,,1.0,M,1.0,3,120.6,6.0,9506,13.0,5.7428571429,83183
NC,16,2,R,,XXXX,R2,46.0, ,,,F,,0,35.0,20.0,9602,4.0,11.666666667,15282
CA,22,1,S,48.0,XXXX,S1,13.0,H,1.0,7.0,M,,0,15.0,15.0,9508,,15.0,166856
GA,20,1,S,69.0,XXXX,S1,12.0,H,1.0,5.0,M,7.0,20,25.0,25.0,9510,,25.0,27727
IA,15,2,R,,XXXX,R2,43.0,U,,2.0,F,,0,30.0,25.0,9603,5.0,15.0,76838
TX,24,3,R,59.0,XXXX,R3,53.0,U,,1.0,J,,0,180.0,15.0,9506,6.0,16.363636364,7325
IA,18,2,R,,XXXX,R2,44.0, ,,,F,,0,217.0,20.0,9512,6.0,12.055555556,76205
MS,16,2,R,27.0,XXXX,R2,49.0,U,,7.0,F,7.0,0,60.0,30.0,9602,20.0,20.0,55632
WI,25,1,S,37.0,XXXX,S1,12.0,H,,2.0,F,,0,65.0,15.0,9505,4.0,13.0,53733
IL,24,1,U,55.0,XXXX,U1,2.0,U,,1.0,F,7.0,10,76.0,25.0,9506,13.0,15.2,94705
IL,15,1,S,40.0,XXXX,S1,14.0,H,,7.0,M,,0,25.0,20.0,9603,5.0,12.5,89801
FL,15,1,C,77.0,XXXX,C1,24.0,H,,1.0,F,9.0,33,119.0,10.0,9603,4.0,7.4375,39467
NC,18,1,T,,XXXX,T1,35.0, ,,, ,,0,30.0,15.0,9512,15.0,10.0,39720
CA,15,1,U,48.0,XXXX,U1,2.0,H,,5.0,U,8.0,0,346.02,10.0,9603,19.0,16.477142857,172312
CO,18,1,S,59.0,XXXX,S1,13.0,H,,7.0,M,9.0,5,103.0,25.0,9512,12.0,12.875,130350
CA,17,2,S,63.0,XXXX,S2,18.0,H,,6.0,M,6.0,2,65.0,19.0,9601,17.0,13.0,148231
HI,18,1,C,73.0,XXXX,C1,24.0,U,,5.0,F,9.0,8,75.0,25.0,9512,8.0,18.75,173657
IL,22,2,R,45.0,XXXX,R2,45.0,U,1.0,7.0,M,2.0,0,83.0,18.0,9508,5.0,10.375,98636
CA,16,2,R,46.0,XXXX,R2,46.0,H,1.0,5.0,F,,0,243.0,30.0,9602,4.0,10.565217391,159503
WI,26,2,C,38.0,XXXX,C2,27.0,H,4.0,5.0,F,,0,20.0,15.0,9504,7.0,10.0,78184
NC,24,1,C,,XXXX,C1,24.0,H,,6.0,F,9.0,3,50.0,15.0,9506,10.0,12.5,16586
TN,16,2,R,69.0,XXXX,R2,45.0,H,1.0,6.0,M,,0,33.0,33.0,9602,,33.0,50675
GA,18,2,S,32.0,XXXX,S2,18.0,H,2.0,5.0,F,,0,66.0,16.0,9512,17.0,13.2,25814
TX,18,3,R,66.0,XXXX,R3,53.0,H,,4.0,F,,0,49.0,10.0,9512,9.0,7.0,120727
GA,22,1,C,64.0,XXXX,C1,24.0,H,,6.0,F,7.0,19,100.0,25.0,9508,7.0,16.666666667,29902
WA,19,1,T,48.0,XXXX,T1,35.0, ,,, ,,0,83.0,25.0,9511,12.0,16.6,180605
FL,17,1,T,,XXXX,T1,35.0, ,,,M,,0,25.0,25.0,9601,,25.0,187231
WI,17,1,C,90.0,XXXX,C1,22.0, ,,, ,,0,217.0,20.0,9601,13.0,8.3461538462,78521
KS,17,1,S,,XXXX,S1,14.0, ,,, ,,0,382.0,24.0,9601,3.0,19.1,5672
NM,21,1,T,41.0,XXXX,T1,35.0, ,,,F,,0,66.0,14.0,9509,0.0,9.4285714286,140617
IN,15,3,S,60.0,XXXX,S3,21.0,U,,1.0,F,2.0,0,220.0,81.0,9603,6.0,36.666666667,60266
CO,19,2,C,,XXXX,C2,28.0, ,,,F,,0,65.0,5.0,9511,4.0,5.4166666667,132352
FL,20,2,S,,XXXX,S2,16.0,U,,3.0,F,5.0,0,20.0,20.0,9510,,20.0,32515
IL,15,2,C,80.0,XXXX,C2,28.0,U,,1.0,M,4.0,4,75.0,5.0,9603,6.0,5.0,64195
MO,18,1,S,77.0,XXXX,S1,13.0, ,,,M,,0,90.0,25.0,9512,13.0,18.0,100431
CA,22,2,S,26.0,XXXX,S2,18.0,H,,6.0,M,6.0,2,108.0,6.0,9508,7.0,6.3529411765,166660
CA,16,3,R,68.0,XXXX,R3,52.0,H,,1.0,M,1.0,3,45.0,15.0,9602,5.0,9.0,154135
WI,15,2,C,82.0,XXXX,C2,29.0,H,,5.0,F,9.0,0,63.0,7.0,9603,27.0,5.7272727273,44050
NC,18,2,R,76.0,XXXX,R2,43.0,U,,3.0,F,,0,20.0,20.0,9512,,20.0,15070
IL,27,2,S,78.0,XXXX,S2,20.0,H,,3.0,M,6.0,5,165.0,12.0,9503,5.0,9.1666666667,95821
FL,18,2,T,91.0,XXXX,T2,37.0,H,,1.0,M,,0,148.0,9.0,9512,7.0,5.4814814815,34709
CA,15,2,S,58.0,XXXX,S2,17.0,H,,7.0,M,,0,25.0,6.0,9603,2.0,6.25,169724
TX,20,2,T,,XXXX,T2,38.0, ,,,F,,0,83.0,14.0,9510,7.0,9.2222222222,122359
